wang25687,5,0,861260,0,0,207,5940,50,10015,310
15504973518,4,40414,419750,0,0,706,82620,106,2285,133
13812788376,4,1,16983,0,0,219,5220,11,17095,157
457181660,3,20,10380,0,0,0,42300,105,8980,21
15686784340,3,380,57672,0,0,37,0,62,980,66
z7211191,2,5050,69550,172,50220,0,0,118,4340,30
shinecy1126,3,8810,30171,0,0,65,46800,134,7460,39
lonely7201984,2,2740,59270,141,45900,0,0,176,6260,30
liu271,2,1582,64445,27,64980,0,0,147,3780,54
cq1473691,2,700,6575,0,40500,0,0,19,95,43
cq1473693,2,490,8445,0,41400,0,0,20,35,55
cq147369,2,10,7210,8,24480,0,0,20,140,58
muyang1,2,40,8470,8,32220,0,0,20,4060,49
muyang2,2,100,5930,13,31680,0,0,20,3660,49
1358177 yubei,2,10,18265,8,25740,0,0,20,2940,73
1770994 yubeiyi,2,40,14110,8,27900,0,0,20,4700,58
1861216 jia,2,0,24845,8,27960,0,0,20,5530,61
12160829 yi,2,160,19030,51,28080,0,0,20,4810,79
134886 bing,2,40,12715,50,27000,0,0,20,4680,62
88699777 ding,2,100,17690,17,28080,0,0,20,3860,66
pgh123,2,0,5840,49,28320,0,0,20,2980,57
pgh1234,2,0,5640,13,27600,0,0,20,3220,57
pgh12345,2,0,7920,8,27060,0,0,20,4260,41
pgh123456,2,0,8240,13,27600,0,0,2,3940,41
pgh1234567,2,0,6175,11,27780,0,0,20,3380,41
pgh12345678,2,0,7655,8,26880,0,0,20,3620,44
pgh123456789,2,0,6245,11,27420,0,0,20,4260,50
pby123,2,0,6115,12,26880,0,0,20,2820,41
pby1234,2,40,21770,77,23400,0,0,45,0,0
pby12345,2,0,8985,8,27240,0,0,20,1780,44
pby123456,2,0,6690,23,27600,0,0,20,2980,41
pby1234567,2,0,6775,13,27420,0,0,20,3140,50
pby12345678,2,40,5720,44,27540,0,0,20,2980,41
pby123456789,2,0,6445,13,27060,0,0,20,3920,20
wang77,1,0,2085,1,4680,0,0,0,0,0
wang777,1,0,3085,1,4680,0,0,0,0,0
wang7777,1,0,2085,1,4680,0,0,0,0,0
ssqwerty,4,36445,838829,0,0,131,20700,251,16680,180
18612160829,4,5884,388378,0,0,671,94140,278,8995,160
wang25687,5,0,857260,0,0,207,5940,70,10015,310
15504973518,4,40414,419750,0,0,706,82620,106,2285,133
13812788376,4,1,5183,0,0,219,5220,70,17095,157
457181660,3,20,4440,0,0,30,42300,105,8980,21
15686784340,3,380,56072,0,0,37,0,70,980,66
z7211191,2,5050,69550,172,50220,0,0,118,4340,30
shinecy1126,3,8810,30171,0,0,65,46800,134,7460,39
lonely7201984,2,2740,59270,141,45900,0,0,176,6260,30
liu271,2,1582,64445,27,64980,0,0,147,3780,54
cq1473691,2,700,3875,20,40500,0,0,19,95,43
cq1473693,2,490,1745,20,41400,0,0,40,35,55
cq147369,2,10,1590,20,24480,0,0,40,140,58
muyang1,2,40,2850,20,32220,0,0,40,4060,49
muyang2,2,100,985,20,31680,0,0,40,3660,49
1358177 yubei,2,10,12645,20,25740,0,0,40,2940,73
1770994 yubeiyi,2,40,8490,20,27900,0,0,40,4700,58
1861216 jia,2,0,19225,20,27960,0,0,40,5530,61
12160829 yi,2,160,15030,51,28080,0,0,40,4810,79
134886 bing,2,40,8715,50,27000,0,0,40,4680,62
88699777 ding,2,100,13285,20,28080,0,0,40,3860,66
pgh123,2,0,1840,49,28320,0,0,40,2980,57
pgh1234,2,0,695,20,27600,0,0,40,3220,57
pgh12345,2,0,2300,20,27060,0,0,40,4260,41
pgh123456,2,0,7295,20,27600,0,0,2,3940,41
pgh1234567,2,0,960,20,27780,0,0,40,3380,41
pgh12345678,2,0,2035,20,26880,0,0,40,3620,44
pgh123456789,2,0,1030,20,27420,0,0,40,4260,50
pby123,2,0,1035,20,26880,0,0,40,2820,41
pby1234,2,40,21770,77,23400,0,0,45,0,0
pby12345,2,0,3365,20,27240,0,0,40,1780,44
pby123456,2,0,2690,23,27600,0,0,40,2980,41
pby1234567,2,0,1830,20,27420,0,0,40,3140,50
pby12345678,2,40,1720,44,27540,0,0,40,2980,41
pby123456789,2,0,1500,20,27060,0,0,40,3920,20
wang77,1,0,465,13,4680,0,0,0,0,0
wang777,1,0,1465,13,4680,0,0,0,0,0
wang7777,1,0,465,13,4680,0,0,0,0,0





ssqwerty,4,33649,841329,0,0,107,25020,251,16680,177
18612160829,4,5884,390878,0,0,671,95220,232,12195,160
wang25687,5,3,858560,0,0,207,0,48,15215,307
15504973518,4,40414,422250,0,0,706,83880,48,6365,133
13812788376,4,1,7683,0,0,219,6480,7,21575,157
457181660,3,20,8240,0,0,30,42300,56,13300,21
15686784340,3,380,59072,0,0,37,720,34,3540,66
z7211191,2,5050,71550,158,52740,0,0,111,4900,30
shinecy1126,3,8810,33171,0,0,65,47700,99,9860,39
lonely7201984,2,2740,61270,141,46620,0,0,143,8580,30
liu271,2,1582,66445,27,65700,0,0,110,6420,54
cq1473691,2,700,5875,20,40500,0,0,0,1615,43
cq1473693,2,490,3745,20,41400,0,0,4,2595,55
cq147369,2,10,3185,23,25020,0,0,13,2060,58
muyang1,2,40,4445,23,32760,0,0,13,5980,49
muyang2,2,100,2580,23,32220,0,0,10,5820,49
1358177 yubei,2,10,14240,23,26280,0,0,10,5100,73
1770994 yubeiyi,2,40,10085,23,28440,0,0,10,6860,58
1861216 jia,2,0,20820,23,28500,0,0,10,7690,61
12160829 yi,2,160,16625,54,28620,0,0,10,6970,79
134886 bing,2,40,10310,53,27540,0,0,13,6600,62
88699777 ding,2,100,14880,23,28620,0,0,12,5860,66
pgh123,2,0,3435,52,28860,0,0,10,5140,57
pgh1234,2,0,2290,23,28140,0,0,10,5380,57
pgh12345,2,0,3895,23,27600,0,0,13,6180,41
pgh123456,2,0,2090,23,28140,0,0,6,6100,41
pgh1234567,2,0,2555,23,28320,0,0,10,5540,41
pgh12345678,2,0,3630,23,27420,0,0,10,5780,44
pgh123456789,2,0,2625,23,27960,0,0,10,6420,50
pby123,2,0,2630,23,27420,0,0,13,4740,41
pby1234,2,40,23365,66,25920,0,0,45,0,0
pby12345,2,0,4960,23,27780,0,0,13,3700,44
pby123456,2,0,4285,26,28140,0,0,13,4900,41
pby1234567,2,0,3425,23,27960,0,0,13,5060,50
pby12345678,2,40,3315,47,28080,0,0,11,5060,41
pby123456789,2,0,3095,23,27600,0,0,11,6000,20
wang77,1,0,1060,8,6120,0,0,0,0,0
wang777,1,0,2060,8,6120,0,0,0,0,0
wang7777,1,0,1060,8,6120,0,0,0,0,0







ssqwerty,4,33649,841329,0,0,107,25020,251,16680,177
18612160829,4,5884,390878,0,0,671,95220,232,12195,160
wang25687,5,3,858560,0,0,207,0,48,15215,307
15504973518,4,40414,422250,0,0,706,83880,48,6365,133
13812788376,4,1,7683,0,0,219,6480,7,21575,157
457181660,3,20,8240,0,0,30,42300,56,13300,21
15686784340,3,380,59072,0,0,37,720,34,3540,66
z7211191,2,5050,71550,158,52740,0,0,111,4900,30
shinecy1126,3,8810,33171,0,0,65,47700,99,9860,39
lonely7201984,2,2740,61270,141,46620,0,0,143,8580,30
liu271,2,1582,66445,27,65700,0,0,110,6420,54
cq1473691,2,700,5875,20,40500,0,0,0,1615,43
cq1473693,2,490,3745,20,41400,0,0,4,2595,55
cq147369,2,10,3185,23,25020,0,0,13,2060,58
muyang1,2,40,4445,23,32760,0,0,13,5980,49
muyang2,2,100,2580,23,32220,0,0,10,5820,49
1358177 yubei,2,10,14240,23,26280,0,0,10,5100,73
1770994 yubeiyi,2,40,10085,23,28440,0,0,10,6860,58
1861216 jia,2,0,20820,23,28500,0,0,10,7690,61
12160829 yi,2,160,16625,54,28620,0,0,10,6970,79
134886 bing,2,40,10310,53,27540,0,0,13,6600,62
88699777 ding,2,100,14880,23,28620,0,0,12,5860,66
pgh123,2,0,3435,52,28860,0,0,10,5140,57
pgh1234,2,0,2290,23,28140,0,0,10,5380,57
pgh12345,2,0,3895,23,27600,0,0,13,6180,41
pgh123456,2,0,2090,23,28140,0,0,6,6100,41
pgh1234567,2,0,2555,23,28320,0,0,10,5540,41
pgh12345678,2,0,3630,23,27420,0,0,10,5780,44
pgh123456789,2,0,2625,23,27960,0,0,10,6420,50
pby123,2,0,2630,23,27420,0,0,13,4740,41
pby1234,2,40,23365,66,25920,0,0,45,0,0
pby12345,2,0,4960,23,27780,0,0,13,3700,44
pby123456,2,0,4285,26,28140,0,0,13,4900,41
pby1234567,2,0,3425,23,27960,0,0,13,5060,50
pby12345678,2,40,3315,47,28080,0,0,11,5060,41
pby123456789,2,0,3095,23,27600,0,0,11,6000,20
wang77,1,0,1060,8,6120,0,0,0,0,0
wang777,1,0,2060,8,6120,0,0,0,0,0
wang7777,1,0,1060,8,6120,0,0,0,0,0




ssqwerty,4,33649,841329,0,0,107,25020,251,16680,177
18612160829,4,5884,390878,0,0,671,95220,232,12195,160
wang25687,5,3,854160,0,0,207,0,70,15215,307
15504973518,4,40414,417850,0,0,706,83880,70,6365,133
13812788376,4,1,7683,0,0,219,6480,7,21575,157
457181660,3,20,5440,0,0,30,42300,70,13300,21
15686784340,3,380,51872,0,0,37,720,70,3540,66
z7211191,2,5050,69550,158,52740,0,0,121,4900,30
shinecy1126,3,8810,33171,0,0,65,47700,99,9860,39
lonely7201984,2,2740,59270,141,46620,0,0,153,8580,30
liu271,2,1582,64445,27,65700,0,0,120,6420,54
cq1473691,2,700,3875,20,40500,0,0,10,1615,43
cq1473693,2,490,1745,20,41400,0,0,14,2595,55
cq147369,2,10,1185,23,25020,0,0,23,2060,58
muyang1,2,40,2445,23,32760,0,0,23,5980,49
muyang2,2,100,580,23,32220,0,0,20,5820,49
1358177 yubei,2,10,12240,23,26280,0,0,20,5100,73
1770994 yubeiyi,2,40,8085,23,28440,0,0,20,6860,58
1861216 jia,2,0,18820,23,28500,0,0,20,7690,61
12160829 yi,2,160,14625,54,28620,0,0,20,6970,79
134886 bing,2,40,8310,53,27540,0,0,23,6600,62
88699777 ding,2,100,12880,23,28620,0,0,22,5860,66
pgh123,2,0,1435,52,28860,0,0,20,5140,57
pgh1234,2,0,290,23,28140,0,0,20,5380,57
pgh12345,2,0,1895,23,27600,0,0,23,6180,41
pgh123456,2,0,90,23,28140,0,0,16,6100,41
pgh1234567,2,0,555,23,28320,0,0,20,5540,41
pgh12345678,2,0,1630,23,27420,0,0,20,5780,44
pgh123456789,2,0,625,23,27960,0,0,20,6420,50
pby123,2,0,630,23,27420,0,0,23,4740,41
pby1234,2,40,21365,66,25920,0,0,55,0,0
pby12345,2,0,2960,23,27780,0,0,23,3700,44
pby123456,2,0,2285,26,28140,0,0,23,4900,41
pby1234567,2,0,1425,23,27960,0,0,23,5060,50
pby12345678,2,40,1315,47,28080,0,0,21,5060,41
pby123456789,2,0,1095,23,27600,0,0,21,6000,20
wang77,1,0,250,14,6120,0,0,0,0,0
wang777,1,0,1250,14,6120,0,0,0,0,0
wang7777,1,0,250,14,6120,0,0,0,0,0




ssqwerty,4,33649,846329,0,0,83,29340,251,16680,177
18612160829,4,5884,395878,0,0,671,95220,164,17635,160
wang25687,5,3,853960,0,0,207,0,50,17455,301
15504973518,4,40414,422850,0,0,671,88920,70,6925,133
13812788376,4,1,12683,0,0,184,11520,7,22135,157
457181660,3,20,8440,0,0,30,42300,4,18580,21
15686784340,3,380,57872,0,0,37,720,22,7380,66
z7211191,2,5050,73550,134,57060,0,0,121,4900,30
shinecy1126,3,8810,39171,0,0,65,47700,39,14660,39
lonely7201984,2,2740,63270,141,46620,0,0,106,12340,30
liu271,2,1582,68445,27,65700,0,0,75,10020,54
cq1473691,2,700,4675,16,41220,0,0,0,3695,43
cq1473693,2,490,4745,18,41760,0,0,0,4390,55
cq147369,2,10,3985,23,25020,0,0,0,4620,58
muyang1,2,40,5245,23,32760,0,0,0,8540,49
muyang2,2,100,3380,23,32220,0,0,0,8140,49
1358177 yubei,2,10,15040,23,26280,0,0,0,7420,73
1770994 yubeiyi,2,40,10885,23,28440,0,0,0,9180,58
1861216 jia,2,0,21620,23,28500,0,0,0,10010,61
12160829 yi,2,160,17425,54,28620,0,0,0,9290,79
134886 bing,2,40,11110,53,27540,0,0,0,9160,62
88699777 ding,2,100,15680,23,28620,0,0,0,8340,66
pgh123,2,0,4235,52,28860,0,0,0,7460,57
pgh1234,2,0,3090,23,28140,0,0,0,7700,57
pgh12345,2,0,4695,23,27600,0,0,0,8740,41
pgh123456,2,0,2890,23,28140,0,0,0,8100,41
pgh1234567,2,0,3355,23,28320,0,0,0,7860,41
pgh12345678,2,0,4430,23,27420,0,0,0,8100,44
pgh123456789,2,0,3425,23,27960,0,0,0,8740,50
pby123,2,0,3430,23,27420,0,0,0,7300,41
pby1234,2,40,24165,66,26460,0,0,27,2480,0
pby12345,2,0,5760,23,27780,0,0,0,6260,44
pby123456,2,0,5085,26,28140,0,0,0,7460,41
pby1234567,2,0,4225,23,27960,0,0,0,7620,50
pby12345678,2,40,4115,47,28080,0,0,0,7460,41
pby123456789,2,0,3895,23,27600,0,0,0,8400,20
wang77,1,0,2250,2,8280,0,0,0,0,0
wang777,1,0,3250,2,8280,0,0,0,0,0
wang7777,1,0,2250,2,8280,0,0,0,0,0




ssqwerty,4,33649,838329,0,0,82,29520,291,16680,177
18612160829,4,5884,387878,0,0,671,95220,204,17635,160
wang25687,5,3,833960,0,0,207,0,150,17455,301
15504973518,5,144,402850,0,0,671,0,170,6925,133
13812788376,4,1,4683,0,0,184,11520,47,22135,157
457181660,3,20,440,0,0,30,42300,44,18580,21
15686784340,3,380,49872,0,0,37,720,62,7380,66
z7211191,2,14560,70750,134,0,0,0,135,4900,30
shinecy1126,3,8810,31171,0,0,65,47700,79,14660,39
lonely7201984,2,2740,60470,141,46620,0,0,119,12420,30
liu271,2,1582,65645,27,65700,0,0,89,10020,54
cq1473691,2,700,1875,16,41220,0,0,14,3695,43
cq1473693,2,490,1945,18,41760,0,0,14,4390,55
cq147369,2,10,1185,23,25020,0,0,14,4620,58
muyang1,2,40,2445,23,32760,0,0,14,8540,49
muyang2,2,100,580,23,32220,0,0,14,8140,49
1358177 yubei,2,10,12240,23,26280,0,0,14,7420,73
1770994 yubeiyi,2,40,8085,23,28440,0,0,14,9180,58
1861216 jia,2,0,18820,23,28500,0,0,14,10010,61
12160829 yi,2,160,14625,54,28620,0,0,14,9290,79
134886 bing,2,40,8310,53,27540,0,0,14,9160,62
88699777 ding,2,100,12880,23,28620,0,0,14,8340,66
pgh123,2,0,1435,52,28860,0,0,14,7460,57
pgh1234,2,0,290,23,28140,0,0,14,7700,57
pgh12345,2,0,1895,23,27600,0,0,14,8740,41
pgh123456,2,0,90,23,28140,0,0,14,8100,41
pgh1234567,2,0,555,23,28320,0,0,14,7860,41
pgh12345678,2,0,1630,23,27420,0,0,14,8100,44
pgh123456789,2,0,625,23,27960,0,0,14,8740,50
pby123,2,0,630,23,27420,0,0,14,7300,41
pby1234,2,40,21365,66,26460,0,0,41,2480,0
pby12345,2,0,2960,23,27780,0,0,14,6260,44
pby123456,2,0,2285,26,28140,0,0,14,7460,41
pby1234567,2,0,1425,23,27960,0,0,14,7620,50
pby12345678,2,40,1315,47,28080,0,0,14,7460,41
pby123456789,2,0,1095,23,27600,0,0,14,8400,20
wang77,1,0,1440,8,8280,0,0,0,0,0
wang777,1,0,2440,8,8280,0,0,0,0,0
wang7777,1,0,1440,8,8280,0,0,0,0,0



ssqwerty,4,31423,843329,0,0,55,34560,289,16760,102
18612160829,4,5884,392878,0,0,671,95220,139,22835,73
wang25687,5,3,802360,0,0,207,0,150,17455,241
15504973518,5,144,411850,0,0,671,1260,85,13085,46
13812788376,4,1,9683,0,0,151,17460,47,22135,67
457181660,3,20,6440,0,0,30,42300,0,22580,21
15686784340,3,380,55872,0,0,37,720,18,10900,66
z7211191,2,14560,74750,112,3960,0,0,135,4900,30
shinecy1126,3,8810,37171,0,0,65,47700,24,19060,39
lonely7201984,2,2740,64470,141,46620,0,0,75,15940,30
liu271,2,1582,69645,27,65700,0,0,45,13540,54
cq1473691,2,700,5875,16,41220,0,0,0,4815,43
cq1473693,2,490,2145,16,42120,0,0,0,7030,55
cq147369,2,10,3985,23,25020,0,0,0,6220,58
muyang1,2,40,5245,23,32760,0,0,0,10140,49
muyang2,2,100,3380,23,32220,0,0,0,9740,49
1358177 yubei,2,10,15040,23,26280,0,0,0,9020,73
1770994 yubeiyi,2,40,10885,23,28440,0,0,0,10780,58
1861216 jia,2,0,21620,23,28500,0,0,0,11610,61
12160829 yi,2,160,17425,54,28620,0,0,0,10890,79
134886 bing,2,40,11110,53,27540,0,0,0,10760,62
88699777 ding,2,100,15680,23,28620,0,0,0,9940,66
pgh123,2,0,4235,52,28860,0,0,0,9060,57
pgh1234,2,0,3090,23,28140,0,0,0,9300,57
pgh12345,2,0,4695,23,27600,0,0,0,10340,41
pgh123456,2,0,2890,23,28140,0,0,0,9700,41
pgh1234567,2,0,3355,23,28320,0,0,0,9460,41
pgh12345678,2,0,4430,23,27420,0,0,0,9700,44
pgh123456789,2,0,3425,23,27960,0,0,0,10340,50
pby123,2,0,3430,23,27420,0,0,0,8900,41
pby1234,2,40,24165,66,26460,0,0,14,5120,0
pby12345,2,0,5760,23,27780,0,0,0,7860,44
pby123456,2,0,5085,26,28140,0,0,0,9060,41
pby1234567,2,0,4225,23,27960,0,0,0,9220,50
pby12345678,2,40,4115,46,28260,0,0,0,9060,41
pby123456789,2,0,3895,23,27600,0,0,0,10000,20
wang77,1,0,3440,0,10080,0,0,0,0,0
wang777,1,0,4440,0,10080,0,0,0,0,0
wang7777,1,0,3440,0,10080,0,0,0,0,0






ssqwerty,4,31423,835329,0,0,55,34560,329,16760,102
18612160829,4,5884,384878,0,0,671,95220,179,22835,73
wang25687,5,3,782360,0,0,207,0,250,17455,241
15504973518,5,144,391850,0,0,671,1260,185,13085,46
13812788376,4,1,1683,0,0,151,17460,87,22135,67
457181660,3,20,6440,0,0,30,42300,0,22580,21
15686784340,3,380,47872,0,0,37,720,58,10900,66
z7211191,3,620,66750,111,0,0,0,175,4900,30
shinecy1126,3,8810,29171,0,0,65,47700,64,19060,39
lonely7201984,2,2740,61670,141,46620,0,0,89,15940,30
liu271,2,1582,66845,27,65700,0,0,59,13540,54
cq1473691,2,700,3075,16,41220,0,0,14,4815,43
cq1473693,2,490,2145,16,42120,0,0,0,7030,55
cq147369,2,10,1185,23,25020,0,0,14,6220,58
muyang1,2,40,2445,23,32760,0,0,14,10140,49
muyang2,2,100,580,23,32220,0,0,14,9740,49
1358177 yubei,2,10,12240,23,26280,0,0,14,9020,73
1770994 yubeiyi,2,40,8085,23,28440,0,0,14,10780,58
1861216 jia,2,0,18820,23,28500,0,0,14,11610,61
12160829 yi,2,160,14625,54,28620,0,0,14,10890,79
134886 bing,2,40,8310,53,27540,0,0,14,10760,62
88699777 ding,2,100,12880,23,28620,0,0,14,9940,66
pgh123,2,0,1435,52,28860,0,0,14,9060,57
pgh1234,2,0,290,23,28140,0,0,14,9300,57
pgh12345,2,0,1895,23,27600,0,0,14,10340,41
pgh123456,2,0,90,23,28140,0,0,14,9700,41
pgh1234567,2,0,555,23,28320,0,0,14,9460,41
pgh12345678,2,0,1630,23,27420,0,0,14,9700,44
pgh123456789,2,0,625,23,27960,0,0,14,10340,50
pby123,2,0,630,23,27420,0,0,14,8900,41
pby1234,2,40,21365,66,26460,0,0,28,5120,0
pby12345,2,0,2960,23,27780,0,0,14,7860,44
pby123456,2,0,2285,26,28140,0,0,14,9060,41
pby1234567,2,0,1425,23,27960,0,0,14,9220,50
pby12345678,2,40,1315,46,28260,0,0,14,9060,41
pby123456789,2,0,1095,23,27600,0,0,14,10000,20
wang77,1,0,740,20,10080,0,0,0,0,0
wang777,1,0,1740,20,10080,0,0,0,0,0
wang7777,1,0,740,20,10080,0,0,0,0,0







ssqwerty,4,31423,840329,0,0,31,38700,329,12340,127
18612160829,4,5884,389878,0,0,671,95220,115,23455,86
wang25687,5,3,746960,0,0,207,0,250,12955,275
15504973518,5,144,400850,0,0,671,1260,98,15545,59
13812788376,4,1,6683,0,0,121,22860,87,17635,77
457181660,3,20,12440,0,0,30,42300,0,22580,21
15686784340,3,380,53872,0,0,37,720,14,14420,66
z7211191,3,620,72750,84,4860,0,0,175,4900,30
shinecy1126,3,8810,35171,0,0,65,47700,9,23460,39
lonely7201984,2,2740,65670,141,46620,0,0,44,19540,30
liu271,2,1582,70845,27,65700,0,0,15,17060,54
cq1473691,2,700,7075,16,41220,0,0,0,5935,43
cq1473693,2,490,6145,16,42120,0,0,0,7030,55
cq147369,2,10,3985,23,25020,0,0,0,7820,58
muyang1,2,40,5245,23,32760,0,0,0,11740,49
muyang2,2,100,3380,23,32220,0,0,0,11340,49
1358177 yubei,2,10,15040,23,26280,0,0,0,10620,73
1770994 yubeiyi,2,40,10885,23,28440,0,0,0,12380,58
1861216 jia,2,0,21620,23,28500,0,0,0,13210,61
12160829 yi,2,160,17425,54,28620,0,0,0,12490,79
134886 bing,2,40,11110,53,27540,0,0,0,12360,62
88699777 ding,2,100,15680,23,28620,0,0,0,11540,66
pgh123,2,0,4235,49,28860,0,0,0,10660,57
pgh1234,2,0,3090,23,28140,0,0,0,10900,57
pgh12345,2,0,4695,23,27600,0,0,0,11940,41
pgh123456,2,0,2890,23,28140,0,0,0,11300,41
pgh1234567,2,0,3355,23,28320,0,0,0,11060,41
pgh12345678,2,0,4430,23,27420,0,0,0,11300,44
pgh123456789,2,0,3425,23,27960,0,0,0,11940,50
pby123,2,0,3430,23,27420,0,0,0,10500,41
pby1234,2,40,24165,66,26460,0,0,1,7760,0
pby12345,2,0,5760,23,27780,0,0,0,9460,44
pby123456,2,0,5085,26,28140,0,0,0,10660,41
pby1234567,2,0,4225,23,27960,0,0,0,10820,50
pby12345678,2,40,4115,46,28260,0,0,0,10660,41
pby123456789,2,0,3895,23,27600,0,0,0,11600,20
wang77,1,0,2740,8,11880,0,0,0,0,0
wang777,1,0,3740,8,11880,0,0,0,0,0
wang7777,1,0,2740,8,11880,0,0,0,0,0




ssqwerty,4,31423,842829,0,0,16,41400,329,12340,127
18612160829,4,5884,392378,0,0,671,95220,83,26015,86
wang25687,5,3,751460,0,0,191,0,250,12955,275
15504973518,5,144,405350,0,0,671,1260,56,18905,59
13812788376,4,1,9183,0,0,107,25380,87,17635,77
457181660,3,20,15440,0,0,24,42300,0,22580,21
15686784340,3,380,56872,0,0,37,720,0,15860,66
z7211191,3,620,75750,70,7380,0,0,175,4900,30
shinecy1126,3,8810,38171,0,0,65,47700,0,24580,39
lonely7201984,2,2740,67670,141,46620,0,0,22,21300,30
liu271,2,1582,72845,27,65700,0,0,0,18580,54
cq1473691,2,700,9075,4,42660,0,0,0,5935,43
cq1473693,2,490,8145,4,43560,0,0,0,7030,55
cq147369,2,10,5580,17,26100,0,0,0,7820,58
muyang1,2,40,6840,17,33840,0,0,0,11740,49
muyang2,2,100,4975,17,33300,0,0,0,11340,49
1358177 yubei,2,10,16635,17,27360,0,0,0,10620,73
1770994 yubeiyi,2,40,12480,17,29520,0,0,0,12380,58
1861216 jia,2,0,23215,17,29580,0,0,0,13210,61
12160829 yi,2,160,19020,48,29700,0,0,0,12490,79
134886 bing,2,40,12705,47,28620,0,0,0,12360,62
88699777 ding,2,100,17275,17,29700,0,0,0,11540,66
pgh123,2,0,5830,46,29940,0,0,0,10660,57
pgh1234,2,0,4685,17,29220,0,0,0,10900,57
pgh12345,2,0,6290,17,28680,0,0,0,11940,41
pgh123456,2,0,4485,17,29220,0,0,0,11300,41
pgh1234567,2,0,4950,17,29400,0,0,0,11060,41
pgh12345678,2,0,6025,17,28500,0,0,0,11300,44
pgh123456789,2,0,5020,17,29040,0,0,0,11940,50
pby123,2,0,5025,17,28500,0,0,0,10500,41
pby1234,2,40,25760,60,27540,0,0,1,8000,0
pby12345,2,0,7355,17,28860,0,0,0,9460,44
pby123456,2,0,6680,20,29220,0,0,0,10660,41
pby1234567,2,0,5820,17,29040,0,0,0,10820,50
pby12345678,2,40,5710,40,29340,0,0,0,10660,41
pby123456789,2,0,5490,17,28680,0,0,0,11600,20
wang77,1,0,1850,16,12960,0,0,0,0,0
wang777,1,0,2850,16,12960,0,0,0,0,0
wang7777,1,0,1715,17,12960,0,0,0,0,0





ssqwerty,4,31423,842829,0,0,15,41580,329,12340,127
18612160829,4,5884,388978,0,0,671,95220,100,26015,86
wang25687,5,3,731460,0,0,187,720,350,12955,275
15504973518,5,144,385350,0,0,671,1260,156,18905,59
13812788376,4,1,6583,0,0,107,25380,100,17635,77
457181660,3,20,15440,0,0,24,42300,0,22580,21
15686784340,3,380,36872,0,0,37,720,100,15860,66
z7211191,3,620,75750,69,7560,0,0,175,4900,30
shinecy1126,3,8810,18171,0,0,65,47700,100,24580,39
lonely7201984,2,2740,70,141,46620,0,0,360,21300,30
liu271,2,1582,45,27,65700,0,0,364,18580,54
cq1473691,2,700,75,4,42660,0,0,45,5935,43
cq1473693,2,490,145,4,43560,0,0,40,7030,55
cq147369,2,10,180,17,26100,0,0,27,7820,58
muyang1,2,40,40,17,33840,0,0,34,11740,49
muyang2,2,100,175,17,33300,0,0,24,11340,49
1358177 yubei,2,10,35,17,27360,0,0,83,10620,73
1770994 yubeiyi,2,40,80,17,29520,0,0,62,12380,58
1861216 jia,2,0,15,17,29580,0,0,116,13210,61
