profile,姓名,id,等级,武力,战力,满武力,书籍经验,总资质
ssqwerty,苏乞儿,6,400,564,11.39,623,11918,653
ssqwerty,李卫,7,300,176,2.66,185,1832,414
ssqwerty,刘伯温,8,350,470,8.28,502,6435,526
ssqwerty,林则徐,9,350,251,4.42,270,3985,737
ssqwerty,方世玉,10,338,335,5.70,353,3646,383
ssqwerty,多尔衮,11,350,395,6.96,444,9952,441
ssqwerty,左宗棠,12,400,525,10.61,540,3158,586
ssqwerty,张之洞,13,400,494,9.96,514,4114,550
ssqwerty,蒲松龄,14,250,171,2.15,184,2669,364
ssqwerty,李鸿章,15,300,178,2.69,188,2194,358
ssqwerty,李寻欢,16,400,566,11.45,608,8553,632
ssqwerty,索尼,17,300,170,2.57,179,1837,450
ssqwerty,胡雪岩,18,250,191,2.40,199,1764,433
ssqwerty,曹雪芹,19,300,149,2.25,159,2040,502
ssqwerty,海大富,20,400,535,10.82,583,9616,602
ssqwerty,华佗,21,300,157,2.37,165,1646,550
ssqwerty,墨子,22,350,312,5.50,358,9337,629
ssqwerty,杜甫,23,400,500,10.09,510,2105,833
ssqwerty,廉颇,24,400,505,10.19,533,5695,549
ssqwerty,庄周,25,200,32,.32,32,118,61
ssqwerty,李元芳,26,300,400,6.04,464,12827,439
ssqwerty,鲁班,27,59,20,.06,20,70,137
ssqwerty,孙武,28,400,518,10.44,561,8655,574
ssqwerty,张良,29,58,62,.18,63,325,112
ssqwerty,姜子牙,30,58,33,.10,52,3955,91
ssqwerty,孙膑,31,53,20,.05,20,66,135
ssqwerty,关羽,33,400,536,11.86,536,93,599
ssqwerty,张飞,34,400,694,14.25,695,365,819
ssqwerty,赵云,35,400,596,12.41,600,930,680
ssqwerty,马超,36,500,4845,125.74,4918,14685,4874
ssqwerty,黄忠,37,400,608,12.38,609,355,701
ssqwerty,诸葛亮,38,400,537,11.16,539,546,914
ssqwerty,庞统,39,400,500,10.23,515,3187,985
ssqwerty,周瑜,40,400,499,10.27,512,2753,1743
ssqwerty,郭嘉,41,400,570,11.91,586,3352,2364
ssqwerty,匈奴王,42,47,99,.23,169,14120,114
ssqwerty,荆轲,43,400,654,13.24,666,2461,996
ssqwerty,韦小宝,44,400,507,10.25,521,2866,2753
ssqwerty,黄飞鸿,45,400,617,12.55,629,2407,2985
ssqwerty,李白,46,400,521,10.50,531,2098,610
ssqwerty,马云騄,55,500,396,10.11,481,17074,9902
ssqwerty,张星彩,58,500,401,10.17,495,18861,8133
ssqwerty,张辽,59,400,527,10.70,593,13398,645
ssqwerty,乐进,60,400,477,9.69,551,14801,521
ssqwerty,于禁,61,400,529,10.74,593,12975,642
ssqwerty,张郃,62,400,528,10.72,588,12188,633
ssqwerty,徐晃,63,400,382,7.77,454,14572,442
ssqwerty,摸金校尉,64,350,303,5.35,366,12775,357
ssqwerty,张春华,66,500,400,10.10,446,9239,6181
ssqwerty,祝融,68,500,1554,39.24,1571,3562,1619
ssqwerty,高长恭,69,54,173,.47,208,7176,229
ssqwerty,霍去病,71,350,370,6.55,435,13118,453
ssqwerty,陆逊,72,300,413,6.25,488,15021,471
18612160829,零零发,1,400,278,5.62,279,236,322
18612160829,鳌拜,2,400,496,10.03,497,344,534
18612160829,和珅,3,250,78,.98,78,111,204
18612160829,郑板桥,4,300,172,2.60,172,118,249
18612160829,喜来乐,5,350,227,4.01,227,84,322
18612160829,苏乞儿,6,400,495,10.01,496,238,534
18612160829,李卫,7,200,25,.25,25,19,75
18612160829,刘伯温,8,400,212,4.28,212,66,287
18612160829,林则徐,9,300,107,1.62,107,183,266
18612160829,方世玉,10,400,495,10.00,495,37,572
18612160829,多尔衮,11,400,500,10.08,501,235,567
18612160829,左宗棠,12,400,495,10.00,499,811,582
18612160829,张之洞,13,360,296,5.37,297,298,392
18612160829,蒲松龄,14,300,124,1.87,125,267,291
18612160829,李鸿章,15,300,86,1.30,86,138,231
18612160829,李寻欢,16,400,515,10.42,516,272,560
18612160829,索尼,17,250,94,1.18,95,251,217
18612160829,胡雪岩,18,200,39,.39,40,205,86
18612160829,曹雪芹,19,300,91,1.38,92,349,251
18612160829,海大富,20,400,497,10.05,497,41,532
18612160829,华佗,21,300,114,1.72,114,107,245
18612160829,墨子,22,250,109,1.37,109,25,219
18612160829,杜甫,23,390,336,6.62,337,261,407
18612160829,廉颇,24,400,495,10.01,498,680,526
18612160829,庄周,25,250,102,1.28,103,356,221
18612160829,李元芳,26,350,196,3.45,197,299,256
18612160829,鲁班,27,200,89,.89,89,38,192
18612160829,孙武,28,400,496,10.00,499,706,527
18612160829,张良,29,200,13,.13,14,304,44
18612160829,姜子牙,30,200,13,.13,13,105,47
18612160829,孙膑,31,200,16,.16,16,104,44
18612160829,关羽,33,500,3549,93.01,3553,832,4014
18612160829,张飞,34,400,504,10.40,506,515,535
18612160829,赵云,35,400,2094,43.41,2095,262,2121
18612160829,马超,36,350,732,13.05,733,389,761
18612160829,黄忠,37,400,493,10.03,494,269,522
18612160829,诸葛亮,38,400,746,15.28,747,246,2323
18612160829,庞统,39,400,489,10.00,489,140,527
18612160829,周瑜,40,400,545,11.16,547,403,1301
18612160829,郭嘉,41,500,915,23.82,918,701,2553
18612160829,匈奴王,42,400,496,10.04,496,13,511
18612160829,荆轲,43,400,504,10.23,504,158,2634
18612160829,韦小宝,44,400,495,10.02,496,227,2198
18612160829,黄飞鸿,45,400,700,14.21,702,432,2685
18612160829,李白,46,350,664,11.70,665,398,956
18612160829,关银屏,51,500,5508,143.95,5510,445,12670
18612160829,马云騄,55,500,397,10.06,418,4256,6604
18612160829,张春华,66,400,400,8.06,401,252,4711
15504973518,零零发,1,350,188,3.32,216,5763,234
15504973518,鳌拜,2,350,282,4.98,308,5283,328
15504973518,和珅,3,250,69,.87,117,9756,110
15504973518,郑板桥,4,300,104,1.57,165,12373,193
15504973518,喜来乐,5,250,102,1.28,171,13906,187
15504973518,苏乞儿,6,350,444,7.85,470,5234,541
15504973518,李卫,7,300,104,1.57,146,8411,212
15504973518,刘伯温,8,350,200,3.53,233,6762,290
15504973518,林则徐,9,250,104,1.31,150,9258,206
15504973518,方世玉,10,350,180,3.17,204,4872,273
15504973518,多尔衮,11,350,190,3.35,224,6982,286
15504973518,左宗棠,12,350,65,1.15,173,21602,150
15504973518,张之洞,13,350,110,1.94,168,11690,185
15504973518,蒲松龄,14,300,174,2.63,215,8245,280
15504973518,李鸿章,15,250,88,1.11,127,7822,163
15504973518,李寻欢,16,350,170,3.01,256,17386,243
15504973518,索尼,17,250,81,1.02,119,7654,143
15504973518,胡雪岩,18,250,72,.91,124,10425,125
15504973518,曹雪芹,19,300,130,1.97,172,8529,222
15504973518,海大富,20,310,96,1.50,183,17466,149
15504973518,华佗,21,250,64,.81,111,9493,127
15504973518,墨子,22,250,64,.81,114,10086,136
15504973518,杜甫,23,350,44,.78,149,21132,127
15504973518,廉颇,24,350,127,2.25,214,17516,185
15504973518,庄周,25,250,64,.80,101,7549,136
15504973518,李元芳,26,300,8,.12,17,1905,64
15504973518,鲁班,27,250,28,.35,28,54,59
15504973518,孙武,28,350,106,1.87,196,18147,142
15504973518,张良,29,233,13,.15,13,190,41
15504973518,姜子牙,30,200,14,.14,14,195,42
15504973518,孙膑,31,118,14,.08,14,73,39
15504973518,关羽,33,400,2875,60.11,2974,19837,3116
15504973518,张飞,34,400,1773,36.38,1871,19765,1846
15504973518,赵云,35,400,441,9.17,485,8987,462
15504973518,马超,36,400,444,9.08,473,5917,470
15504973518,黄忠,37,350,156,2.89,267,22296,183
15504973518,诸葛亮,38,400,1021,21.13,1038,3434,3281
15504973518,庞统,39,400,499,10.20,560,12239,1815
15504973518,周瑜,40,350,152,2.71,298,29374,192
15504973518,郭嘉,41,400,264,5.42,335,14391,300
15504973518,荆轲,43,400,402,8.15,497,19186,2805
15504973518,韦小宝,44,400,246,4.98,371,25076,1546
15504973518,黄飞鸿,45,400,349,7.07,456,21405,1845
15504973518,李白,46,350,123,2.17,209,17242,162
15504973518,关银屏,51,500,5034,131.55,5106,14461,7767
15504973518,马云騄,55,440,242,5.37,358,23357,1998
13812788376,零零发,1,400,268,5.42,281,2703,382
13812788376,鳌拜,2,400,336,6.80,349,2623,512
13812788376,和珅,3,350,197,3.48,199,448,285
13812788376,郑板桥,4,300,136,2.06,137,305,195
13812788376,喜来乐,5,350,187,3.30,188,332,262
13812788376,苏乞儿,6,400,339,6.86,358,3935,497
13812788376,李卫,7,350,158,2.79,160,401,216
13812788376,刘伯温,8,400,210,4.24,222,2589,264
13812788376,林则徐,9,300,163,2.46,165,453,214
13812788376,方世玉,10,400,500,10.08,505,1181,566
13812788376,多尔衮,11,400,500,10.08,506,1212,554
13812788376,左宗棠,12,400,305,6.16,326,4283,368
13812788376,张之洞,13,390,190,3.74,216,5307,244
13812788376,蒲松龄,14,300,129,1.95,131,431,174
13812788376,李鸿章,15,300,125,1.89,127,436,179
13812788376,李寻欢,16,360,475,8.64,495,4178,630
13812788376,索尼,17,350,137,2.42,138,301,202
13812788376,胡雪岩,18,350,188,3.32,189,309,275
13812788376,曹雪芹,19,350,154,2.72,156,452,234
13812788376,海大富,20,370,308,5.75,328,4111,385
13812788376,华佗,21,350,122,2.15,123,254,167
13812788376,墨子,22,300,113,1.71,115,425,155
13812788376,杜甫,23,360,228,4.14,249,4393,298
13812788376,廉颇,24,350,338,5.97,358,4173,406
13812788376,庄周,25,300,116,1.75,117,214,155
13812788376,李元芳,26,400,176,3.55,199,4793,223
13812788376,鲁班,27,300,38,.57,38,193,62
13812788376,孙武,28,400,422,8.51,440,3741,458
13812788376,张良,29,300,28,.42,28,162,53
13812788376,姜子牙,30,300,28,.42,28,3,50
13812788376,孙膑,31,150,14,.11,14,54,40
13812788376,关羽,33,400,1364,28.32,1465,20309,2218
13812788376,张飞,34,400,316,6.43,327,2343,374
13812788376,赵云,35,400,292,6.16,302,2199,430
13812788376,马超,36,400,269,5.47,279,2084,301
13812788376,黄忠,37,400,242,5.06,249,1588,263
13812788376,诸葛亮,38,400,1066,21.96,1067,248,2694
13812788376,庞统,39,380,301,5.81,321,4011,350
13812788376,周瑜,40,350,318,5.67,334,3396,354
13812788376,郭嘉,41,400,498,10.17,499,360,681
13812788376,荆轲,43,400,1140,23.20,1340,40109,3550
13812788376,韦小宝,44,400,498,10.07,501,661,1045
13812788376,黄飞鸿,45,400,674,13.67,838,32960,1346
13812788376,李白,46,400,502,10.12,505,735,542
13812788376,关银屏,51,500,2956,76.04,3003,9471,5032
13812788376,马云騄,55,400,17,.34,785,153661,288
13812788376,徐晃,63,400,291,5.88,309,3746,339
457181660,零零发,1,350,98,1.73,108,2039,112
457181660,鳌拜,2,350,132,2.33,161,5984,174
457181660,和珅,3,300,97,1.47,103,1253,110
457181660,郑板桥,4,300,98,1.48,107,1818,128
457181660,喜来乐,5,300,104,1.57,118,2890,149
457181660,苏乞儿,6,350,78,1.38,106,5695,101
457181660,李卫,7,300,71,1.07,81,2164,110
457181660,刘伯温,8,350,88,1.55,124,7212,123
457181660,林则徐,9,300,116,1.75,131,3186,151
457181660,方世玉,10,350,85,1.50,107,4591,122
457181660,多尔衮,11,350,75,1.32,101,5342,131
457181660,左宗棠,12,350,65,1.15,108,8603,105
457181660,张之洞,13,350,122,2.15,163,8285,179
457181660,蒲松龄,14,300,86,1.30,94,1778,126
457181660,李鸿章,15,300,91,1.37,106,3137,144
457181660,李寻欢,16,350,86,1.52,129,8633,118
457181660,索尼,17,300,109,1.65,116,1568,148
457181660,胡雪岩,18,300,81,1.22,132,10260,116
457181660,曹雪芹,19,300,77,1.16,84,1483,136
457181660,海大富,20,350,97,1.71,151,10966,119
457181660,华佗,21,300,64,.97,70,1282,106
457181660,墨子,22,300,90,1.36,111,4252,117
457181660,杜甫,23,360,108,1.96,159,10228,151
457181660,廉颇,24,350,124,2.19,157,6794,151
457181660,庄周,25,300,81,1.22,95,2912,140
457181660,李元芳,26,350,120,2.11,141,4248,155
457181660,鲁班,27,300,23,.35,24,289,48
457181660,孙武,28,300,48,.72,51,775,73
457181660,张良,29,100,13,.07,13,0,35
457181660,姜子牙,30,35,15,.03,22,1490,37
457181660,孙膑,31,6,13,.00,13,30,35
457181660,关羽,33,400,656,13.38,693,7517,726
457181660,张飞,34,400,2161,44.93,2222,12304,2299
457181660,赵云,35,350,159,2.97,254,19174,177
457181660,马超,36,360,332,6.07,342,2013,430
457181660,黄忠,37,400,402,8.18,406,974,416
457181660,诸葛亮,38,400,497,10.15,497,193,529
457181660,庞统,39,400,497,10.13,498,219,524
457181660,周瑜,40,400,1626,33.43,1664,7778,3092
457181660,郭嘉,41,350,621,11.06,670,9848,1018
457181660,荆轲,43,400,498,10.08,501,681,636
457181660,韦小宝,44,400,498,10.08,506,1749,1327
457181660,黄飞鸿,45,400,495,10.08,519,4996,2345
457181660,李白,46,400,696,14.04,718,4559,1787
457181660,关银屏,51,400,340,6.86,430,18032,1294
457181660,马云騄,55,400,509,10.27,517,1777,1920
457181660,张辽,59,350,75,1.32,99,4883,114
457181660,张春华,66,360,97,1.76,370,54644,146
z7211191,零零发,1,300,116,1.75,156,8057,148
z7211191,鳌拜,2,300,172,2.60,199,5594,219
z7211191,和珅,3,150,17,.13,21,869,42
z7211191,郑板桥,4,250,110,1.38,118,1644,165
z7211191,喜来乐,5,200,58,.58,65,1417,135
z7211191,苏乞儿,6,300,134,2.03,217,16701,177
z7211191,李卫,7,153,62,.48,67,1179,106
z7211191,刘伯温,8,300,100,1.51,142,8497,164
z7211191,林则徐,9,200,60,.60,67,1440,115
z7211191,方世玉,10,300,65,.98,122,11492,140
z7211191,多尔衮,11,300,70,1.06,131,12228,121
z7211191,左宗棠,12,300,40,.60,85,9079,101
z7211191,张之洞,13,300,64,.97,116,10428,146
z7211191,蒲松龄,14,200,77,.77,85,1609,124
z7211191,李鸿章,15,200,79,.79,88,1888,142
z7211191,李寻欢,16,350,421,7.44,446,5186,552
z7211191,索尼,17,250,104,1.31,110,1282,172
z7211191,胡雪岩,18,150,27,.20,32,1073,56
z7211191,曹雪芹,19,250,102,1.28,109,1423,161
z7211191,海大富,20,300,171,2.59,206,7195,228
z7211191,华佗,21,150,48,.36,55,1479,92
z7211191,墨子,22,250,80,1.01,88,1795,132
z7211191,杜甫,23,300,60,.91,124,12829,118
z7211191,廉颇,24,300,203,3.07,269,13369,271
z7211191,庄周,25,250,76,.95,84,1623,131
z7211191,李元芳,26,300,76,1.15,138,12430,115
z7211191,鲁班,27,150,14,.11,14,58,42
z7211191,孙武,28,300,64,.97,104,8123,92
z7211191,张良,29,150,15,.11,15,110,37
z7211191,姜子牙,30,150,13,.10,14,200,38
z7211191,孙膑,31,45,16,.04,16,160,41
z7211191,关羽,33,400,1596,32.70,1610,2991,1623
z7211191,张飞,34,350,299,5.31,371,14486,325
z7211191,赵云,35,350,262,5.01,354,18417,283
z7211191,马超,36,400,2389,50.00,2396,1505,2413
z7211191,黄忠,37,350,310,5.51,378,13676,337
z7211191,诸葛亮,38,400,569,11.69,572,707,1817
z7211191,庞统,39,350,286,5.07,351,13080,319
z7211191,周瑜,40,350,182,3.25,251,13994,218
z7211191,郭嘉,41,400,654,13.58,657,665,2185
z7211191,荆轲,43,300,78,1.18,120,8415,132
z7211191,韦小宝,44,350,213,3.77,253,8134,928
z7211191,黄飞鸿,45,350,308,5.44,379,14311,492
z7211191,孙尚香,50,500,644,16.41,674,6025,4906
z7211191,关银屏,51,500,4444,114.69,4498,10800,6481
z7211191,马云騄,55,400,14,.28,52,7600,109
15686784340,零零发,1,350,88,1.55,98,2142,112
15686784340,鳌拜,2,350,98,1.73,108,2017,131
15686784340,和珅,3,250,26,.33,32,1307,60
15686784340,郑板桥,4,198,45,.45,50,1098,80
15686784340,喜来乐,5,200,50,.50,58,1730,90
15686784340,苏乞儿,6,350,51,.90,111,12141,72
15686784340,李卫,7,250,59,.74,63,877,106
15686784340,刘伯温,8,350,34,.60,63,5997,73
15686784340,林则徐,9,200,56,.56,60,936,92
15686784340,方世玉,10,350,35,.62,100,13150,85
15686784340,多尔衮,11,350,30,.53,98,13668,67
15686784340,左宗棠,12,350,30,.53,91,12304,70
15686784340,张之洞,13,350,42,.74,79,7467,87
15686784340,蒲松龄,14,250,57,.72,62,1001,112
15686784340,李鸿章,15,200,40,.40,52,2400,80
15686784340,李寻欢,16,330,169,2.82,189,4032,218
15686784340,索尼,17,250,41,.52,47,1333,94
15686784340,胡雪岩,18,200,34,.34,46,2492,66
15686784340,曹雪芹,19,200,32,.32,42,2109,73
15686784340,海大富,20,350,111,1.96,145,6803,143
15686784340,华佗,21,300,62,.94,72,2174,117
15686784340,墨子,22,200,38,.38,44,1248,70
15686784340,杜甫,23,350,80,1.41,136,11217,138
15686784340,廉颇,24,350,62,1.09,100,7798,88
15686784340,庄周,25,250,26,.33,38,2402,73
15686784340,李元芳,26,350,32,.56,68,7215,61
15686784340,鲁班,27,200,13,.13,13,143,42
15686784340,孙武,28,300,24,.36,35,2294,50
15686784340,张良,29,250,32,.40,38,1360,90
15686784340,姜子牙,30,60,12,.04,12,20,34
15686784340,孙膑,31,31,12,.02,16,950,34
15686784340,关羽,33,400,2032,42.20,2081,9883,2068
15686784340,张飞,34,350,165,2.93,232,13426,179
15686784340,赵云,35,350,96,1.83,117,4259,114
15686784340,马超,36,350,270,4.80,288,3770,288
15686784340,黄忠,37,350,96,1.73,113,3400,110
15686784340,诸葛亮,38,400,245,5.01,247,599,760
15686784340,庞统,39,350,67,1.21,111,8818,96
15686784340,周瑜,40,350,65,1.15,143,15755,107
15686784340,郭嘉,41,400,345,7.17,354,1840,1997
15686784340,荆轲,43,400,222,4.50,228,1361,2201
15686784340,韦小宝,44,350,75,1.32,103,5637,468
15686784340,黄飞鸿,45,400,363,7.35,369,1206,2272
15686784340,李白,46,400,525,10.59,527,504,998
15686784340,关银屏,51,400,3108,63.39,3146,7625,4730
15686784340,马云騄,55,400,41,.83,46,1196,132
shinecy1126,零零发,1,300,48,.72,83,7011,74
shinecy1126,鳌拜,2,350,122,2.15,181,11944,151
shinecy1126,和珅,3,250,36,.45,58,4450,108
shinecy1126,郑板桥,4,250,35,.44,62,5436,110
shinecy1126,喜来乐,5,300,24,.36,56,6459,133
shinecy1126,苏乞儿,6,350,477,8.44,513,7319,522
shinecy1126,李卫,7,250,35,.44,65,6124,109
shinecy1126,刘伯温,8,350,36,.63,96,12026,121
shinecy1126,林则徐,9,350,34,.60,72,7738,367
shinecy1126,方世玉,10,350,40,.71,114,14800,93
shinecy1126,多尔衮,11,350,505,8.91,522,3455,931
shinecy1126,左宗棠,12,350,75,1.32,151,15373,115
shinecy1126,张之洞,13,350,20,.35,73,10796,98
shinecy1126,蒲松龄,14,250,28,.35,62,6959,111
shinecy1126,李鸿章,15,300,45,.68,58,2634,150
shinecy1126,李寻欢,16,350,136,2.40,212,15369,169
shinecy1126,索尼,17,250,14,.18,14,67,54
shinecy1126,胡雪岩,18,200,13,.13,13,80,62
shinecy1126,曹雪芹,19,250,39,.49,61,4522,116
shinecy1126,海大富,20,350,86,1.52,165,15865,107
shinecy1126,华佗,21,250,22,.28,42,4044,97
shinecy1126,墨子,22,300,54,.82,74,4082,137
shinecy1126,杜甫,23,350,92,1.62,175,16632,189
shinecy1126,廉颇,24,350,117,2.07,148,6333,141
shinecy1126,庄周,25,350,28,.49,65,7475,225
shinecy1126,李元芳,26,300,28,.42,61,6651,58
shinecy1126,鲁班,27,300,39,.59,74,7127,154
shinecy1126,孙武,28,350,114,2.01,149,7038,137
shinecy1126,张良,29,250,41,.52,84,8678,128
shinecy1126,姜子牙,30,286,35,.50,63,5755,121
shinecy1126,孙膑,31,1,11,.00,34,4620,33
shinecy1126,关羽,33,360,516,9.74,559,8748,749
shinecy1126,张飞,34,350,90,1.60,162,14450,104
shinecy1126,赵云,35,350,120,2.42,183,12679,138
shinecy1126,马超,36,400,147,2.99,229,16462,173
shinecy1126,黄忠,37,300,83,1.26,146,12750,97
shinecy1126,诸葛亮,38,400,407,8.37,436,5880,537
shinecy1126,庞统,39,350,84,1.51,160,15312,177
shinecy1126,周瑜,40,350,79,1.40,154,15141,125
shinecy1126,郭嘉,41,400,597,12.33,614,3413,2055
shinecy1126,荆轲,43,400,720,14.58,791,14270,1632
shinecy1126,韦小宝,44,400,351,7.10,372,4318,2543
shinecy1126,黄飞鸿,45,350,311,5.49,355,8888,517
shinecy1126,李白,46,350,257,4.53,290,6772,543
shinecy1126,关银屏,51,400,3284,67.11,3334,10022,5169
shinecy1126,马云騄,55,400,11,.22,62,10336,102
lonely7201984,零零发,1,350,186,3.28,187,300,198
lonely7201984,鳌拜,2,350,134,2.36,143,1990,164
lonely7201984,和珅,3,100,62,.31,70,1784,75
lonely7201984,郑板桥,4,160,70,.56,70,132,108
lonely7201984,喜来乐,5,200,86,.86,87,207,135
lonely7201984,苏乞儿,6,350,139,2.45,150,2258,160
lonely7201984,李卫,7,250,70,.88,70,142,110
lonely7201984,刘伯温,8,300,74,1.12,84,2054,100
lonely7201984,林则徐,9,250,78,.98,79,210,127
lonely7201984,方世玉,10,350,105,1.85,118,2745,139
lonely7201984,多尔衮,11,350,105,1.85,115,2147,136
lonely7201984,左宗棠,12,300,80,1.21,84,912,118
lonely7201984,张之洞,13,350,108,1.90,119,2237,164
lonely7201984,蒲松龄,14,200,58,.58,59,261,94
lonely7201984,李鸿章,15,200,86,.86,86,64,141
lonely7201984,李寻欢,16,340,108,1.85,109,204,131
lonely7201984,索尼,17,300,93,1.40,114,4244,153
lonely7201984,胡雪岩,18,150,63,.47,63,176,105
lonely7201984,曹雪芹,19,200,81,.81,82,220,116
lonely7201984,海大富,20,350,142,2.51,142,170,163
lonely7201984,华佗,21,250,64,.80,65,213,111
lonely7201984,墨子,22,100,50,.25,50,165,85
lonely7201984,杜甫,23,350,116,2.04,128,2447,192
lonely7201984,廉颇,24,350,230,4.06,240,2093,255
lonely7201984,庄周,25,300,104,1.57,104,92,176
lonely7201984,李元芳,26,350,120,2.11,131,2279,150
lonely7201984,鲁班,27,200,66,.66,66,140,107
lonely7201984,孙武,28,350,112,1.97,124,2529,137
lonely7201984,张良,29,100,13,.07,21,1757,35
lonely7201984,姜子牙,30,150,48,.36,48,163,70
lonely7201984,孙膑,31,24,27,.03,27,175,49
lonely7201984,关羽,33,400,2840,58.73,2873,6796,3109
lonely7201984,张飞,34,400,601,12.24,660,11815,745
lonely7201984,赵云,35,350,435,7.96,453,3750,453
lonely7201984,马超,36,350,308,5.47,310,565,398
lonely7201984,黄忠,37,350,223,3.96,232,1850,237
lonely7201984,诸葛亮,38,350,379,6.77,390,2302,741
lonely7201984,庞统,39,350,448,7.96,465,3595,475
lonely7201984,周瑜,40,350,371,6.57,381,2107,387
lonely7201984,郭嘉,41,400,1323,27.00,1351,5658,2790
lonely7201984,荆轲,43,400,504,10.21,506,468,2351
lonely7201984,韦小宝,44,350,183,3.23,193,2135,780
lonely7201984,黄飞鸿,45,400,451,9.12,462,2206,1676
lonely7201984,李白,46,400,514,10.37,520,1365,630
lonely7201984,马云騄,55,400,206,4.15,220,2869,300
lonely7201984,张星彩,58,400,144,2.90,164,4025,1801
lonely7201984,张春华,66,350,409,7.21,425,3282,1198
liu271,零零发,1,300,28,.42,70,8519,40
liu271,鳌拜,2,350,112,1.98,122,2132,142
liu271,和珅,3,59,13,.04,17,915,26
liu271,郑板桥,4,59,13,.04,16,680,38
liu271,喜来乐,5,150,51,.38,60,1862,83
liu271,苏乞儿,6,350,198,3.50,214,3228,219
liu271,李卫,7,59,28,.08,35,1465,54
liu271,刘伯温,8,300,22,.33,68,9380,49
liu271,林则徐,9,59,40,.12,56,3290,91
liu271,方世玉,10,350,30,.53,108,15725,63
liu271,多尔衮,11,350,95,1.67,109,2920,122
liu271,左宗棠,12,350,115,2.03,130,3085,142
liu271,张之洞,13,300,54,.82,106,10597,105
liu271,蒲松龄,14,59,35,.10,45,2168,63
liu271,李鸿章,15,59,31,.09,50,3822,67
liu271,李寻欢,16,320,187,3.02,252,13064,214
liu271,索尼,17,59,50,.15,57,1404,81
liu271,胡雪岩,18,59,49,.14,63,2971,73
liu271,曹雪芹,19,59,45,.13,53,1790,69
liu271,海大富,20,350,171,3.02,243,14574,196
liu271,华佗,21,59,47,.14,52,1134,81
liu271,墨子,22,59,58,.17,69,2305,82
liu271,杜甫,23,350,56,.99,128,14482,222
liu271,廉颇,24,350,150,2.65,215,13085,175
liu271,庄周,25,59,45,.13,64,3970,75
liu271,李元芳,26,300,44,.66,112,13739,70
liu271,鲁班,27,59,41,.12,54,2779,67
liu271,孙武,28,300,64,.97,113,9930,89
liu271,张良,29,59,50,.15,61,2209,72
liu271,姜子牙,30,49,40,.10,40,155,62
