profile,姓名,id,等级,武力,满武力,书籍经验,总资质
cq1473693,李寻欢,16,1,8,15,1510,14
cq1473693,海大富,20,56,8,55,9595,14
cq1473693,华佗,21,1,3,60,11540,27
cq1473693,墨子,22,1,3,42,7880,9
cq1473693,杜甫,23,1,4,14,2140,10
cq1473693,廉颇,24,1,9,32,4662,18
cq1473693,庄周,25,1,3,38,7160,30
cq1473693,李元芳,26,1,4,40,7265,10
cq1473693,鲁班,27,1,3,4,340,12
cq1473693,关羽,33,1,8,8,70,17
cq1473693,张飞,34,1,7,7,40,13
cq1473693,赵云,35,1,7,21,2870,16
cq1473693,马超,36,1,23,52,5985,35
cq1473693,黄忠,37,1,7,7,70,16
cq1473693,诸葛亮,38,300,127,176,9980,133
cq1473693,郭嘉,41,350,255,265,2043,261
cq1473693,韦小宝,44,350,114,123,1931,342
cq1473693,马云騄,55,400,33,61,5694,204
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
cq147369,零零发,1,300,40,99,11900,94
cq147369,鳌拜,2,250,30,60,6115,57
cq147369,和珅,3,150,4,14,2024,19
cq147369,郑板桥,4,200,5,12,1445,17
cq147369,喜来乐,5,200,7,22,3038,13
cq147369,苏乞儿,6,300,39,61,4433,57
cq147369,李卫,7,150,3,12,1848,24
cq147369,刘伯温,8,300,12,49,7444,18
cq147369,林则徐,9,200,3,22,3945,9
cq147369,方世玉,10,300,10,46,7262,37
cq147369,多尔衮,11,250,5,24,3942,20
cq147369,左宗棠,12,250,10,28,3684,22
cq147369,张之洞,13,200,8,43,7116,29
cq147369,蒲松龄,14,150,2,11,1985,17
cq147369,李鸿章,15,150,6,18,2461,12
cq147369,李寻欢,16,250,14,32,3624,20
cq147369,索尼,17,150,8,21,2752,50
cq147369,胡雪岩,18,150,3,7,998,9
cq147369,曹雪芹,19,150,3,12,1844,12
cq147369,海大富,20,300,45,61,3372,87
cq147369,华佗,21,150,3,21,3666,27
cq147369,墨子,22,150,3,14,2203,9
cq147369,杜甫,23,200,4,43,7830,16
cq147369,廉颇,24,250,17,38,4318,35
cq147369,庄周,25,200,6,10,895,33
cq147369,李元芳,26,1,4,26,4445,10
cq147369,鲁班,27,1,2,20,3755,11
cq147369,孙武,28,1,10,13,790,19
cq147369,关羽,33,300,16,34,3602,25
cq147369,张飞,34,1,7,7,80,13
cq147369,赵云,35,1,7,11,810,16
cq147369,马超,36,1,10,42,6415,22
cq147369,黄忠,37,1,7,7,110,16
cq147369,诸葛亮,38,300,27,62,7000,33
cq147369,郭嘉,41,350,258,269,2344,264
cq147369,韦小宝,44,350,111,113,594,183
cq147369,黄飞鸿,45,350,119,125,1303,254
cq147369,马云騄,55,350,13,42,5978,1066
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
muyang1,零零发,1,350,164,212,9721,278
muyang1,鳌拜,2,350,140,160,4005,260
muyang1,和珅,3,300,46,53,1461,106
muyang1,郑板桥,4,250,25,30,1190,37
muyang1,喜来乐,5,300,33,39,1294,45
muyang1,苏乞儿,6,300,81,99,3796,135
muyang1,李卫,7,289,27,34,1585,105
muyang1,刘伯温,8,300,30,57,5453,42
muyang1,林则徐,9,300,43,47,979,55
muyang1,方世玉,10,300,45,78,6788,99
muyang1,多尔衮,11,250,30,45,3021,72
muyang1,左宗棠,12,300,35,50,3026,65
muyang1,张之洞,13,300,36,59,4648,75
muyang1,蒲松龄,14,300,41,45,814,71
muyang1,李鸿章,15,250,27,33,1345,39
muyang1,李寻欢,16,350,484,498,2868,1066
muyang1,索尼,17,300,47,54,1568,95
muyang1,胡雪岩,18,300,46,54,1656,58
muyang1,曹雪芹,19,300,29,35,1230,47
muyang1,海大富,20,300,42,56,2861,54
muyang1,华佗,21,300,55,59,986,118
muyang1,墨子,22,300,43,46,745,55
muyang1,杜甫,23,300,28,58,6076,58
muyang1,廉颇,24,300,35,48,2617,53
muyang1,庄周,25,250,22,25,783,64
muyang1,李元芳,26,300,32,65,6713,50
muyang1,鲁班,27,250,21,26,1151,39
muyang1,孙武,28,250,36,41,1066,54
muyang1,张良,29,200,9,20,2240,39
muyang1,姜子牙,30,16,9,15,1375,27
muyang1,关羽,33,400,812,823,2287,1982
muyang1,张飞,34,300,17,32,3158,29
muyang1,赵云,35,300,41,56,3102,59
muyang1,马超,36,300,45,69,4819,57
muyang1,黄忠,37,300,21,31,2187,39
muyang1,诸葛亮,38,400,1021,1022,276,1381
muyang1,庞统,39,300,33,43,2060,66
muyang1,周瑜,40,300,43,55,2405,55
muyang1,郭嘉,41,400,273,308,7148,300
muyang1,韦小宝,44,350,60,68,1668,510
muyang1,黄飞鸿,45,350,283,289,1258,787
muyang1,吕玲绮,53,400,102,115,2696,192
muyang1,马云騄,55,400,11,35,4982,182
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
muyang2,零零发,1,350,196,243,9592,316
muyang2,鳌拜,2,350,188,208,4127,311
muyang2,和珅,3,300,49,55,1205,64
muyang2,郑板桥,4,250,30,33,721,42
muyang2,喜来乐,5,300,38,42,832,56
muyang2,苏乞儿,6,300,48,60,2589,60
muyang2,李卫,7,250,32,39,1485,62
muyang2,刘伯温,8,300,30,57,5476,42
muyang2,林则徐,9,300,23,28,1170,35
muyang2,方世玉,10,300,45,76,6324,105
muyang2,多尔衮,11,250,20,35,3168,56
muyang2,左宗棠,12,300,35,50,3122,65
muyang2,张之洞,13,300,40,63,4741,103
muyang2,蒲松龄,14,300,42,48,1331,72
muyang2,李鸿章,15,250,28,32,832,40
muyang2,李寻欢,16,350,671,681,2090,1223
muyang2,索尼,17,250,30,34,959,102
muyang2,胡雪岩,18,250,22,27,1063,34
muyang2,曹雪芹,19,300,45,53,1767,63
muyang2,海大富,20,300,61,70,1865,85
muyang2,华佗,21,250,20,26,1209,53
muyang2,墨子,22,250,20,26,1204,32
muyang2,杜甫,23,250,16,46,6090,28
muyang2,廉颇,24,250,26,32,1270,53
muyang2,庄周,25,250,20,26,1207,77
muyang2,李元芳,26,250,16,45,5835,28
muyang2,鲁班,27,250,22,27,1053,40
muyang2,孙武,28,250,26,31,1098,44
muyang2,张良,29,250,8,14,1370,92
muyang2,姜子牙,30,6,8,8,20,26
muyang2,关羽,33,400,1108,1117,1863,2008
muyang2,张飞,34,300,30,32,562,42
muyang2,赵云,35,300,29,37,1721,47
muyang2,马超,36,300,46,67,4344,58
muyang2,黄忠,37,300,20,30,2021,38
muyang2,诸葛亮,38,400,659,660,209,1211
muyang2,庞统,39,300,36,44,1719,60
muyang2,周瑜,40,350,76,83,1408,94
muyang2,郭嘉,41,350,276,301,5037,306
muyang2,韦小宝,44,350,75,81,1349,933
muyang2,马云騄,55,400,16,40,4946,187
muyang2,王异,65,400,186,195,1997,228
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
1358177 yubei,零零发,1,300,56,110,10919,68
1358177 yubei,鳌拜,2,200,72,93,4253,108
1358177 yubei,和珅,3,150,52,56,846,67
1358177 yubei,郑板桥,4,59,15,15,185,27
1358177 yubei,喜来乐,5,150,40,47,1534,52
1358177 yubei,苏乞儿,6,250,105,118,2674,117
1358177 yubei,李卫,7,150,37,40,748,94
1358177 yubei,刘伯温,8,300,8,41,6626,32
1358177 yubei,林则徐,9,59,20,24,811,32
1358177 yubei,方世玉,10,300,25,52,5567,55
1358177 yubei,多尔衮,11,150,30,46,3294,66
1358177 yubei,左宗棠,12,150,20,47,5490,44
1358177 yubei,张之洞,13,150,36,59,4668,114
1358177 yubei,蒲松龄,14,200,54,66,2515,69
1358177 yubei,李鸿章,15,59,48,51,755,60
1358177 yubei,李寻欢,16,200,36,47,2309,48
1358177 yubei,索尼,17,59,30,33,732,78
1358177 yubei,胡雪岩,18,59,14,15,250,26
1358177 yubei,曹雪芹,19,150,33,40,1460,51
1358177 yubei,海大富,20,300,75,83,1651,87
1358177 yubei,华佗,21,100,24,28,965,72
1358177 yubei,墨子,22,150,44,49,1013,62
1358177 yubei,杜甫,23,150,20,53,6738,32
1358177 yubei,廉颇,24,200,35,43,1620,53
1358177 yubei,庄周,25,59,28,34,1220,67
1358177 yubei,李元芳,26,200,52,83,6310,64
1358177 yubei,鲁班,27,59,21,27,1225,39
1358177 yubei,孙武,28,130,32,35,749,50
1358177 yubei,张良,29,100,13,13,95,55
1358177 yubei,姜子牙,30,59,15,17,438,33
1358177 yubei,关羽,33,400,188,213,5075,206
1358177 yubei,张飞,34,300,42,46,964,54
1358177 yubei,赵云,35,300,47,53,1354,65
1358177 yubei,马超,36,400,1900,1935,7093,1984
1358177 yubei,黄忠,37,250,22,41,3880,40
1358177 yubei,诸葛亮,38,400,398,447,9865,446
1358177 yubei,庞统,39,300,66,74,1620,102
1358177 yubei,周瑜,40,300,55,67,2552,67
1358177 yubei,郭嘉,41,350,177,216,7837,213
1358177 yubei,韦小宝,44,400,66,113,9534,3123
1358177 yubei,关银屏,51,400,1002,1010,1611,1056
1358177 yubei,马云騄,55,400,16,42,5308,187
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
1770994 yubeiyi,零零发,1,300,44,100,11208,56
1770994 yubeiyi,鳌拜,2,150,44,68,4943,71
1770994 yubeiyi,和珅,3,59,32,35,704,47
1770994 yubeiyi,郑板桥,4,59,39,41,501,51
1770994 yubeiyi,喜来乐,5,59,28,30,563,40
1770994 yubeiyi,苏乞儿,6,150,30,38,1680,42
1770994 yubeiyi,李卫,7,150,23,27,975,86
1770994 yubeiyi,刘伯温,8,300,44,76,6491,56
1770994 yubeiyi,林则徐,9,59,20,27,1565,32
1770994 yubeiyi,方世玉,10,300,20,47,5421,50
1770994 yubeiyi,多尔衮,11,150,25,39,2965,58
1770994 yubeiyi,左宗棠,12,100,30,45,3053,42
1770994 yubeiyi,张之洞,13,59,44,66,4525,92
1770994 yubeiyi,蒲松龄,14,100,32,34,570,62
1770994 yubeiyi,李鸿章,15,59,19,24,1180,55
1770994 yubeiyi,李寻欢,16,200,77,82,1021,89
1770994 yubeiyi,索尼,17,150,26,37,2352,92
1770994 yubeiyi,胡雪岩,18,59,20,22,450,32
1770994 yubeiyi,曹雪芹,19,150,21,26,1023,66
1770994 yubeiyi,海大富,20,200,46,49,672,58
1770994 yubeiyi,华佗,21,100,23,28,1022,80
1770994 yubeiyi,墨子,22,59,22,24,435,52
1770994 yubeiyi,杜甫,23,150,32,60,5789,44
1770994 yubeiyi,廉颇,24,150,27,33,1344,45
1770994 yubeiyi,庄周,25,59,9,9,195,48
1770994 yubeiyi,李元芳,26,57,4,20,3240,16
1770994 yubeiyi,鲁班,27,59,9,10,240,27
1770994 yubeiyi,孙武,28,59,18,20,550,36
1770994 yubeiyi,张良,29,16,9,9,10,39
1770994 yubeiyi,姜子牙,30,59,9,11,475,27
1770994 yubeiyi,关羽,33,400,160,185,5148,178
1770994 yubeiyi,张飞,34,200,32,36,968,44
1770994 yubeiyi,赵云,35,200,24,31,1443,42
1770994 yubeiyi,马超,36,400,1560,1565,1024,1668
1770994 yubeiyi,黄忠,37,200,18,21,753,36
1770994 yubeiyi,诸葛亮,38,350,180,201,4235,222
1770994 yubeiyi,庞统,39,250,41,48,1517,68
1770994 yubeiyi,周瑜,40,200,27,39,2431,39
1770994 yubeiyi,郭嘉,41,400,330,391,12216,357
1770994 yubeiyi,韦小宝,44,400,45,98,10678,2592
1770994 yubeiyi,马云騄,55,400,11,37,5220,182
1770994 yubeiyi,张星彩,58,400,153,191,7718,198
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
1861216 jia,零零发,1,300,72,123,10310,84
1861216 jia,鳌拜,2,250,112,138,5222,154
1861216 jia,和珅,3,100,26,26,93,41
1861216 jia,郑板桥,4,200,68,72,977,80
1861216 jia,喜来乐,5,200,58,60,570,70
1861216 jia,苏乞儿,6,300,183,211,5657,195
1861216 jia,李卫,7,150,47,51,834,86
1861216 jia,刘伯温,8,300,42,72,6001,60
1861216 jia,林则徐,9,350,77,82,1046,89
1861216 jia,方世玉,10,300,45,90,9029,81
1861216 jia,多尔衮,11,150,25,58,6716,64
1861216 jia,左宗棠,12,200,55,86,6341,67
1861216 jia,张之洞,13,200,62,84,4431,176
1861216 jia,蒲松龄,14,200,64,68,904,169
1861216 jia,李鸿章,15,200,64,68,824,82
1861216 jia,李寻欢,16,250,87,106,3893,99
1861216 jia,索尼,17,59,34,36,451,112
1861216 jia,胡雪岩,18,59,14,14,85,26
1861216 jia,曹雪芹,19,59,48,49,299,84
1861216 jia,海大富,20,200,67,81,2855,79
1861216 jia,华佗,21,150,50,53,742,116
1861216 jia,墨子,22,150,40,45,1019,58
1861216 jia,杜甫,23,150,44,76,6502,56
1861216 jia,廉颇,24,200,47,60,2715,65
1861216 jia,庄周,25,200,60,63,704,186
1861216 jia,李元芳,26,99,48,80,6531,108
1861216 jia,鲁班,27,59,16,16,25,34
1861216 jia,孙武,28,59,46,51,1187,64
1861216 jia,张良,29,59,19,19,75,97
1861216 jia,姜子牙,30,59,13,13,40,31
1861216 jia,孙膑,31,1,13,13,120,31
1861216 jia,关羽,33,400,520,532,2503,538
1861216 jia,张飞,34,350,158,172,2973,170
1861216 jia,赵云,35,350,160,172,2494,178
1861216 jia,马超,36,400,1956,1958,509,2136
1861216 jia,黄忠,37,260,72,82,2031,90
1861216 jia,诸葛亮,38,400,641,646,1138,785
1861216 jia,庞统,39,300,101,107,1201,140
1861216 jia,周瑜,40,300,66,69,604,78
1861216 jia,郭嘉,41,400,945,948,669,984
1861216 jia,韦小宝,44,400,87,97,2020,4200
1861216 jia,马云騄,55,400,25,46,4302,4396
1861216 jia,张星彩,58,400,324,360,7345,405
1861216 jia,王异,65,400,1944,1949,1158,2031
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
12160829 yi,零零发,1,300,58,113,11041,70
12160829 yi,鳌拜,2,250,88,109,4271,124
12160829 yi,和珅,3,100,17,17,195,32
12160829 yi,郑板桥,4,59,35,37,475,53
12160829 yi,喜来乐,5,150,52,55,663,64
12160829 yi,苏乞儿,6,300,151,167,3232,163
12160829 yi,李卫,7,150,48,51,669,78
12160829 yi,刘伯温,8,300,16,48,6455,28
12160829 yi,林则徐,9,200,44,48,911,56
12160829 yi,方世玉,10,300,35,76,8200,77
12160829 yi,多尔衮,11,150,45,74,5996,81
12160829 yi,左宗棠,12,100,5,16,2231,17
12160829 yi,张之洞,13,150,52,75,4636,139
12160829 yi,蒲松龄,14,200,48,51,633,123
12160829 yi,李鸿章,15,200,47,50,610,71
12160829 yi,李寻欢,16,250,83,95,2554,95
12160829 yi,索尼,17,200,51,54,644,177
12160829 yi,胡雪岩,18,150,29,31,486,41
12160829 yi,曹雪芹,19,59,47,49,435,65
12160829 yi,海大富,20,200,77,90,2639,89
12160829 yi,华佗,21,150,30,33,606,174
12160829 yi,墨子,22,59,41,43,494,53
12160829 yi,杜甫,23,300,72,106,6848,84
12160829 yi,廉颇,24,200,56,62,1270,74
12160829 yi,庄周,25,150,48,50,444,144
12160829 yi,李元芳,26,59,44,71,5494,56
12160829 yi,鲁班,27,59,33,34,295,51
12160829 yi,孙武,28,59,34,37,661,52
12160829 yi,张良,29,52,13,13,170,43
12160829 yi,姜子牙,30,100,21,22,384,39
12160829 yi,孙膑,31,1,12,12,0,30
12160829 yi,关羽,33,400,232,238,1356,250
12160829 yi,张飞,34,300,55,61,1249,67
12160829 yi,赵云,35,300,61,69,1756,79
12160829 yi,马超,36,400,1857,1859,509,2013
12160829 yi,黄忠,37,300,61,66,1168,79
12160829 yi,诸葛亮,38,400,636,637,297,702
12160829 yi,庞统,39,300,60,63,732,96
12160829 yi,周瑜,40,300,194,199,1175,206
12160829 yi,郭嘉,41,350,198,222,4936,234
12160829 yi,韦小宝,44,400,231,239,1664,3819
12160829 yi,关银屏,51,400,2990,3020,6186,3053
12160829 yi,马云騄,55,400,28,66,7611,3625
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
134886 bing,零零发,1,300,60,111,10266,72
134886 bing,鳌拜,2,200,74,96,4412,110
134886 bing,和珅,3,59,42,44,475,57
134886 bing,郑板桥,4,59,13,14,245,25
134886 bing,喜来乐,5,100,28,30,472,40
134886 bing,苏乞儿,6,300,159,186,5567,171
134886 bing,李卫,7,150,37,39,407,76
134886 bing,刘伯温,8,300,56,86,6025,68
134886 bing,林则徐,9,59,13,14,330,25
134886 bing,方世玉,10,300,35,74,7826,65
134886 bing,多尔衮,11,100,5,32,5460,44
134886 bing,左宗棠,12,200,40,71,6383,52
134886 bing,张之洞,13,200,40,61,4386,160
134886 bing,蒲松龄,14,250,50,52,539,65
134886 bing,李鸿章,15,150,33,36,690,57
134886 bing,李寻欢,16,250,72,87,3063,84
134886 bing,索尼,17,200,34,35,397,127
134886 bing,胡雪岩,18,70,52,55,609,70
134886 bing,曹雪芹,19,200,44,47,630,62
134886 bing,海大富,20,200,85,99,2924,97
134886 bing,华佗,21,200,47,50,756,131
134886 bing,墨子,22,59,31,33,415,43
134886 bing,杜甫,23,300,56,88,6464,68
134886 bing,廉颇,24,200,52,64,2400,70
134886 bing,庄周,25,150,25,29,913,139
134886 bing,李元芳,26,59,40,68,5735,52
134886 bing,鲁班,27,150,41,45,877,59
134886 bing,孙武,28,95,58,60,477,76
134886 bing,张良,29,59,19,19,35,49
134886 bing,姜子牙,30,59,24,24,10,42
134886 bing,孙膑,31,1,12,12,10,30
134886 bing,关羽,33,400,364,375,2244,382
134886 bing,张飞,34,300,63,67,997,75
134886 bing,赵云,35,300,85,92,1512,103
134886 bing,马超,36,400,2255,2260,1160,2399
134886 bing,黄忠,37,260,61,65,917,79
134886 bing,诸葛亮,38,400,1511,1514,747,1595
134886 bing,庞统,39,250,54,57,615,90
134886 bing,周瑜,40,250,69,72,688,81
134886 bing,郭嘉,41,400,951,957,1224,987
134886 bing,韦小宝,44,400,96,104,1751,5706
134886 bing,马云騄,55,400,1071,1102,6368,3441
134886 bing,张星彩,58,400,49,56,1498,103
134886 bing,张辽,59,68,26,30,956,74
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
88699777 ding,零零发,1,300,52,106,10865,64
88699777 ding,鳌拜,2,200,100,123,4635,136
88699777 ding,和珅,3,59,15,15,110,30
88699777 ding,郑板桥,4,59,31,34,609,55
88699777 ding,喜来乐,5,100,13,13,185,25
88699777 ding,苏乞儿,6,300,171,187,3336,183
88699777 ding,李卫,7,150,25,28,605,94
88699777 ding,刘伯温,8,300,54,86,6486,66
88699777 ding,林则徐,9,200,62,66,871,74
88699777 ding,方世玉,10,300,50,89,7956,86
88699777 ding,多尔衮,11,150,35,66,6336,71
88699777 ding,左宗棠,12,150,30,48,3684,48
88699777 ding,张之洞,13,200,46,70,4834,163
88699777 ding,蒲松龄,14,200,65,68,780,80
88699777 ding,李鸿章,15,59,61,63,565,73
88699777 ding,李寻欢,16,250,75,87,2589,87
88699777 ding,索尼,17,200,30,34,914,168
88699777 ding,胡雪岩,18,59,61,63,415,73
88699777 ding,曹雪芹,19,59,44,46,530,62
88699777 ding,海大富,20,200,57,70,2627,69
88699777 ding,华佗,21,150,26,29,731,95
88699777 ding,墨子,22,150,36,40,830,48
88699777 ding,杜甫,23,300,44,73,5984,56
88699777 ding,廉颇,24,200,73,76,737,91
88699777 ding,庄周,25,150,54,56,579,108
88699777 ding,李元芳,26,100,8,27,3922,26
88699777 ding,鲁班,27,100,12,13,275,30
88699777 ding,孙武,28,59,50,53,740,68
88699777 ding,张良,29,59,18,18,150,66
88699777 ding,姜子牙,30,59,39,41,500,57
88699777 ding,关羽,33,400,228,236,1625,246
88699777 ding,张飞,34,300,51,55,812,63
88699777 ding,赵云,35,300,60,71,2251,78
88699777 ding,马超,36,400,1966,1970,932,2158
88699777 ding,黄忠,37,250,33,40,1539,51
88699777 ding,诸葛亮,38,400,675,676,253,723
88699777 ding,庞统,39,300,62,66,851,98
88699777 ding,周瑜,40,300,86,90,811,98
88699777 ding,郭嘉,41,350,234,259,5009,270
88699777 ding,韦小宝,44,400,120,130,2063,4068
88699777 ding,关银屏,51,400,2948,2959,2244,3002
88699777 ding,马云騄,55,400,23,66,8674,4136
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
pgh123,零零发,1,300,18,78,12083,30
pgh123,鳌拜,2,150,28,54,5370,49
pgh123,和珅,3,20,8,23,3015,38
pgh123,郑板桥,4,10,7,19,2430,31
pgh123,喜来乐,5,20,7,21,2940,19
pgh123,苏乞儿,6,200,30,49,3805,42
pgh123,李卫,7,100,7,33,5282,28
pgh123,刘伯温,8,300,14,55,8214,26
pgh123,林则徐,9,80,8,15,1515,20
pgh123,方世玉,10,300,5,33,5699,26
pgh123,多尔衮,11,100,5,28,4600,26
pgh123,左宗棠,12,100,5,23,3743,17
pgh123,张之洞,13,150,16,49,6634,115
pgh123,蒲松龄,14,100,8,21,2704,38
pgh123,李鸿章,15,5,7,20,2625,19
pgh123,李寻欢,16,150,18,28,2109,36
pgh123,索尼,17,59,7,17,2160,31
pgh123,胡雪岩,18,10,7,31,4885,19
pgh123,曹雪芹,19,2,7,23,3265,16
pgh123,海大富,20,150,14,19,1086,26
pgh123,华佗,21,100,7,19,2484,49
pgh123,墨子,22,79,7,18,2251,19
pgh123,杜甫,23,100,4,36,6409,16
pgh123,廉颇,24,2,9,27,3630,18
pgh123,庄周,25,12,7,24,3560,34
pgh123,李元芳,26,1,4,35,6345,16
pgh123,鲁班,27,1,7,19,2537,16
pgh123,孙武,28,1,10,12,540,19
pgh123,张良,29,1,7,7,170,37
pgh123,姜子牙,30,1,7,7,40,16
pgh123,关羽,33,350,40,47,1432,49
pgh123,张飞,34,10,17,19,520,29
pgh123,赵云,35,10,13,18,1070,22
pgh123,马超,36,400,1076,1079,752,1136
pgh123,黄忠,37,1,14,17,627,23
pgh123,诸葛亮,38,400,161,177,3217,221
pgh123,庞统,39,200,20,26,1220,41
pgh123,周瑜,40,150,14,18,932,26
pgh123,郭嘉,41,350,141,174,6767,162
pgh123,韦小宝,44,350,12,28,3289,1611
pgh123,马云騄,55,400,8,35,5524,179
pgh123,张星彩,58,350,27,68,8371,57
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
pgh1234,零零发,1,300,18,86,13780,30
pgh1234,鳌拜,2,150,40,65,5011,49
pgh1234,和珅,3,59,4,19,3055,19
pgh1234,郑板桥,4,10,4,10,1295,22
pgh1234,喜来乐,5,20,4,15,2220,16
pgh1234,苏乞儿,6,150,11,23,2595,23
pgh1234,李卫,7,10,4,5,360,25
pgh1234,刘伯温,8,300,12,44,6410,60
pgh1234,林则徐,9,59,5,13,1770,17
pgh1234,方世玉,10,300,10,34,4834,31
pgh1234,多尔衮,11,100,10,23,2767,19
pgh1234,左宗棠,12,150,10,22,2520,22
pgh1234,张之洞,13,59,14,40,5250,35
pgh1234,蒲松龄,14,100,4,8,924,19
pgh1234,李鸿章,15,10,4,7,640,16
pgh1234,李寻欢,16,200,45,53,1776,57
pgh1234,索尼,17,59,4,18,2915,28
pgh1234,胡雪岩,18,59,4,8,860,16
pgh1234,曹雪芹,19,59,4,13,1880,13
pgh1234,海大富,20,150,16,22,1233,28
pgh1234,华佗,21,80,4,10,1264,43
pgh1234,墨子,22,59,4,8,935,16
pgh1234,杜甫,23,100,4,16,2459,16
pgh1234,廉颇,24,1,9,21,2555,18
pgh1234,庄周,25,1,4,22,3685,31
pgh1234,李元芳,26,1,4,17,2700,16
pgh1234,鲁班,27,1,4,6,460,13
pgh1234,孙武,28,1,10,10,170,19
pgh1234,张良,29,1,4,4,140,34
pgh1234,姜子牙,30,1,4,4,0,13
pgh1234,关羽,33,350,28,39,2324,37
pgh1234,张飞,34,1,7,18,2255,19
pgh1234,赵云,35,1,7,12,1092,16
pgh1234,马超,36,400,1032,1037,1008,1044
pgh1234,黄忠,37,20,7,9,460,16
pgh1234,诸葛亮,38,350,147,165,3732,165
pgh1234,庞统,39,59,8,19,2200,17
pgh1234,周瑜,40,59,8,10,510,20
pgh1234,郭嘉,41,350,147,171,4861,156
pgh1234,韦小宝,44,350,6,15,1808,1443
pgh1234,马云騄,55,400,13,40,5506,184
pgh1234,张星彩,58,350,69,112,8762,87
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
pgh12345,零零发,1,300,18,77,11879,30
pgh12345,鳌拜,2,20,26,38,2555,38
pgh12345,和珅,3,10,5,13,1600,20
pgh12345,郑板桥,4,10,6,9,690,18
pgh12345,喜来乐,5,20,6,10,980,18
pgh12345,苏乞儿,6,150,44,55,2303,56
pgh12345,李卫,7,150,19,24,1075,40
pgh12345,刘伯温,8,300,12,34,4426,24
pgh12345,林则徐,9,10,5,11,1295,17
pgh12345,方世玉,10,100,20,34,2980,41
pgh12345,多尔衮,11,80,10,23,2751,22
pgh12345,左宗棠,12,59,5,17,2420,17
pgh12345,张之洞,13,59,14,24,2095,38
pgh12345,蒲松龄,14,100,5,10,1011,50
pgh12345,李鸿章,15,59,5,25,4085,17
pgh12345,李寻欢,16,150,17,24,1452,29
pgh12345,索尼,17,20,5,16,2305,29
pgh12345,胡雪岩,18,10,5,21,3360,17
pgh12345,曹雪芹,19,10,5,22,3420,14
pgh12345,海大富,20,150,21,26,1070,33
pgh12345,华佗,21,100,5,10,1127,53
pgh12345,墨子,22,10,5,17,2495,17
pgh12345,杜甫,23,50,4,29,5075,16
pgh12345,廉颇,24,15,9,19,2005,18
pgh12345,庄周,25,1,5,19,2915,32
pgh12345,李元芳,26,1,4,14,2005,16
pgh12345,鲁班,27,1,5,6,370,14
pgh12345,孙武,28,1,76,76,170,85
pgh12345,张良,29,1,5,5,50,35
pgh12345,关羽,33,350,32,39,1586,41
pgh12345,张飞,34,1,7,17,2065,19
pgh12345,赵云,35,1,7,30,4710,16
pgh12345,马超,36,400,757,761,973,769
pgh12345,黄忠,37,1,7,26,3815,16
pgh12345,诸葛亮,38,350,253,276,4604,265
pgh12345,庞统,39,50,8,28,4085,20
pgh12345,周瑜,40,40,8,18,2165,20
pgh12345,郭嘉,41,350,174,210,7350,186
pgh12345,韦小宝,44,350,15,25,2037,1563
pgh12345,马云騄,55,400,8,37,5906,179
pgh12345,张星彩,58,350,40,78,7636,61
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
pgh123456,零零发,1,320,18,83,13148,30
pgh123456,鳌拜,2,150,32,41,1963,47
pgh123456,和珅,3,11,5,8,747,20
pgh123456,郑板桥,4,10,6,14,1715,18
pgh123456,喜来乐,5,20,5,10,1000,17
pgh123456,苏乞儿,6,150,15,26,2319,27
pgh123456,李卫,7,100,5,16,2200,26
pgh123456,刘伯温,8,300,14,34,4164,26
pgh123456,林则徐,9,10,5,9,925,17
pgh123456,方世玉,10,300,5,36,6337,26
pgh123456,多尔衮,11,100,10,30,4176,25
pgh123456,左宗棠,12,100,10,23,2685,22
pgh123456,张之洞,13,59,14,28,2930,41
pgh123456,蒲松龄,14,100,7,11,804,52
pgh123456,李鸿章,15,10,6,19,2750,18
pgh123456,李寻欢,16,150,43,49,1396,55
pgh123456,索尼,17,10,5,14,1880,29
pgh123456,胡雪岩,18,10,5,22,3510,17
pgh123456,曹雪芹,19,10,5,9,815,14
pgh123456,海大富,20,150,8,14,1237,20
pgh123456,华佗,21,100,6,8,569,54
pgh123456,墨子,22,10,5,14,1920,17
pgh123456,杜甫,23,100,4,15,2321,16
pgh123456,廉颇,24,21,9,12,665,18
pgh123456,庄周,25,1,5,15,2075,32
pgh123456,李元芳,26,1,4,13,1880,16
pgh123456,鲁班,27,1,5,7,402,14
pgh123456,孙武,28,350,322,338,3272,331
pgh123456,张良,29,1,5,5,100,35
pgh123456,关羽,33,350,28,35,1404,37
pgh123456,张飞,34,30,7,9,550,19
pgh123456,赵云,35,1,7,17,2030,16
pgh123456,马超,36,400,957,961,869,1125
pgh123456,黄忠,37,1,7,8,390,16
pgh123456,诸葛亮,38,300,153,177,4898,165
